Symbol,action,shares,price,commission,date
GSH,buy,1,1,1,10/22/2018
GES,buy,1,1,1,10/22/2018
GGM,buy,1,1,1,10/22/2018
GPM,buy,1,1,1,10/22/2018
GOF,buy,1,1,1,10/22/2018
GBAB,buy,1,1,1,10/22/2018
GWRE,buy,1,1,1,10/22/2018
HRB,buy,1,1,1,10/22/2018
FUL,buy,1,1,1,10/22/2018
HAE,buy,1,1,1,10/22/2018
HK,buy,1,1,1,10/22/2018
HK.WS,buy,1,1,1,10/22/2018
HAL,buy,1,1,1,10/22/2018
HBB,buy,1,1,1,10/22/2018
HBI,buy,1,1,1,10/22/2018
HNGR,buy,1,1,1,10/22/2018
HASI,buy,1,1,1,10/22/2018
HOG,buy,1,1,1,10/22/2018
HMY,buy,1,1,1,10/22/2018
HRS,buy,1,1,1,10/22/2018
HSC,buy,1,1,1,10/22/2018
HHS,buy,1,1,1,10/22/2018
HGH,buy,1,1,1,10/22/2018
HIG,buy,1,1,1,10/22/2018
HIG.WS,buy,1,1,1,10/22/2018
HVT,buy,1,1,1,10/22/2018
HVT.A,buy,1,1,1,10/22/2018
HE,buy,1,1,1,10/22/2018
HE^U,buy,1,1,1,10/22/2018
HCHC,buy,1,1,1,10/22/2018
HCA,buy,1,1,1,10/22/2018
HCI,buy,1,1,1,10/22/2018
HCP,buy,1,1,1,10/22/2018
HDB,buy,1,1,1,10/22/2018
HR,buy,1,1,1,10/22/2018
HTA,buy,1,1,1,10/22/2018
HL,buy,1,1,1,10/22/2018
HL^B,buy,1,1,1,10/22/2018
HEI,buy,1,1,1,10/22/2018
HEI.A,buy,1,1,1,10/22/2018
HLX,buy,1,1,1,10/22/2018
HP,buy,1,1,1,10/22/2018
HLF,buy,1,1,1,10/22/2018
HRI,buy,1,1,1,10/22/2018
HCXY,buy,1,1,1,10/22/2018
HCXZ,buy,1,1,1,10/22/2018
HTGC,buy,1,1,1,10/22/2018
HTGX,buy,1,1,1,10/22/2018
HRTG,buy,1,1,1,10/22/2018
HT,buy,1,1,1,10/22/2018
HT^C,buy,1,1,1,10/22/2018
HT^D,buy,1,1,1,10/22/2018
HT^E,buy,1,1,1,10/22/2018
HSY,buy,1,1,1,10/22/2018
HTZ,buy,1,1,1,10/22/2018
HES,buy,1,1,1,10/22/2018
HES^A,buy,1,1,1,10/22/2018
HESM,buy,1,1,1,10/22/2018
HPE,buy,1,1,1,10/22/2018
HXL,buy,1,1,1,10/22/2018
HF,buy,1,1,1,10/22/2018
HCLP,buy,1,1,1,10/22/2018
PCF,buy,1,1,1,10/22/2018
HFRO,buy,1,1,1,10/22/2018
HPR,buy,1,1,1,10/22/2018
HIW,buy,1,1,1,10/22/2018
HIL,buy,1,1,1,10/22/2018
HI,buy,1,1,1,10/22/2018
HRC,buy,1,1,1,10/22/2018
HTH,buy,1,1,1,10/22/2018
HGV,buy,1,1,1,10/22/2018
HLT,buy,1,1,1,10/22/2018
HNI,buy,1,1,1,10/22/2018
HMLP,buy,1,1,1,10/22/2018
HMLP^A,buy,1,1,1,10/22/2018
HEP,buy,1,1,1,10/22/2018
HFC,buy,1,1,1,10/22/2018
HD,buy,1,1,1,10/22/2018
HMC,buy,1,1,1,10/22/2018
HON,buy,1,1,1,10/22/2018
HON$,buy,1,1,1,10/22/2018
HMN,buy,1,1,1,10/22/2018
HZN,buy,1,1,1,10/22/2018
HTFA,buy,1,1,1,10/22/2018
HRL,buy,1,1,1,10/22/2018
HOS,buy,1,1,1,10/22/2018
HST,buy,1,1,1,10/22/2018
HLI,buy,1,1,1,10/22/2018
HOV,buy,1,1,1,10/22/2018
HHC,buy,1,1,1,10/22/2018
HPQ,buy,1,1,1,10/22/2018
HSBC,buy,1,1,1,10/22/2018
HSBC^A,buy,1,1,1,10/22/2018
HMI,buy,1,1,1,10/22/2018
HNP,buy,1,1,1,10/22/2018
HUBB,buy,1,1,1,10/22/2018
HUBS,buy,1,1,1,10/22/2018
HBM,buy,1,1,1,10/22/2018
HUD,buy,1,1,1,10/22/2018
HPP,buy,1,1,1,10/22/2018
HUM,buy,1,1,1,10/22/2018
HCFT,buy,1,1,1,10/22/2018
HCFT^A,buy,1,1,1,10/22/2018
HII,buy,1,1,1,10/22/2018
HUN,buy,1,1,1,10/22/2018
HUYA,buy,1,1,1,10/22/2018
H,buy,1,1,1,10/22/2018
HY,buy,1,1,1,10/22/2018
IAG,buy,1,1,1,10/22/2018
IBN,buy,1,1,1,10/22/2018
IDA,buy,1,1,1,10/22/2018
IEX,buy,1,1,1,10/22/2018
IDT,buy,1,1,1,10/22/2018
ITW,buy,1,1,1,10/22/2018
IMAX,buy,1,1,1,10/22/2018
ICD,buy,1,1,1,10/22/2018
IHC,buy,1,1,1,10/22/2018
IRT,buy,1,1,1,10/22/2018
IFN,buy,1,1,1,10/22/2018
IBA,buy,1,1,1,10/22/2018
INFY,buy,1,1,1,10/22/2018
HIFR,buy,1,1,1,10/22/2018
ING,buy,1,1,1,10/22/2018
ISF,buy,1,1,1,10/22/2018
ISG,buy,1,1,1,10/22/2018
IR,buy,1,1,1,10/22/2018
NGVT,buy,1,1,1,10/22/2018
INGR,buy,1,1,1,10/22/2018
IIPR,buy,1,1,1,10/22/2018
IIPR^A,buy,1,1,1,10/22/2018
IPHI,buy,1,1,1,10/22/2018
INSI,buy,1,1,1,10/22/2018
NSP,buy,1,1,1,10/22/2018
INSP,buy,1,1,1,10/22/2018
IBP,buy,1,1,1,10/22/2018
INST,buy,1,1,1,10/22/2018
ITGR,buy,1,1,1,10/22/2018
I,buy,1,1,1,10/22/2018
ICE,buy,1,1,1,10/22/2018
IHG,buy,1,1,1,10/22/2018
IBM,buy,1,1,1,10/22/2018
IFF,buy,1,1,1,10/22/2018
IFFT,buy,1,1,1,10/22/2018
IGT,buy,1,1,1,10/22/2018
IP,buy,1,1,1,10/22/2018
INSW,buy,1,1,1,10/22/2018
INSW^A,buy,1,1,1,10/22/2018
IPG,buy,1,1,1,10/22/2018
IPL^D,buy,1,1,1,10/22/2018
INXN,buy,1,1,1,10/22/2018
IPI,buy,1,1,1,10/22/2018
IVC,buy,1,1,1,10/22/2018
VBF,buy,1,1,1,10/22/2018
VCV,buy,1,1,1,10/22/2018
VTA,buy,1,1,1,10/22/2018
IHIT,buy,1,1,1,10/22/2018
IHTA,buy,1,1,1,10/22/2018
VLT,buy,1,1,1,10/22/2018
IVR,buy,1,1,1,10/22/2018
IVR^B,buy,1,1,1,10/22/2018
IVR^C,buy,1,1,1,10/22/2018
IVR^A,buy,1,1,1,10/22/2018
OIA,buy,1,1,1,10/22/2018
VMO,buy,1,1,1,10/22/2018
VKQ,buy,1,1,1,10/22/2018
VPV,buy,1,1,1,10/22/2018
IVZ,buy,1,1,1,10/22/2018
IQI,buy,1,1,1,10/22/2018
VVR,buy,1,1,1,10/22/2018
VTN,buy,1,1,1,10/22/2018
VGM,buy,1,1,1,10/22/2018
IIM,buy,1,1,1,10/22/2018
ITG,buy,1,1,1,10/22/2018
IRET,buy,1,1,1,10/22/2018
IRET^C,buy,1,1,1,10/22/2018
NVTA,buy,1,1,1,10/22/2018
INVH,buy,1,1,1,10/22/2018
IO,buy,1,1,1,10/22/2018
IQV,buy,1,1,1,10/22/2018
IRM,buy,1,1,1,10/22/2018
IRS,buy,1,1,1,10/22/2018
ICL,buy,1,1,1,10/22/2018
STAR          ,buy,1,1,1,10/22/2018
STAR^D,buy,1,1,1,10/22/2018
STAR^G,buy,1,1,1,10/22/2018
STAR^I,buy,1,1,1,10/22/2018
ITCB,buy,1,1,1,10/22/2018
ITUB,buy,1,1,1,10/22/2018
ITT,buy,1,1,1,10/22/2018
IVH,buy,1,1,1,10/22/2018
JPM,buy,1,1,1,10/22/2018
JPM.WS,buy,1,1,1,10/22/2018
JPM^A,buy,1,1,1,10/22/2018
JPM^B,buy,1,1,1,10/22/2018
JPM^D,buy,1,1,1,10/22/2018
JPM^E,buy,1,1,1,10/22/2018
JPM^F,buy,1,1,1,10/22/2018
JPM^G,buy,1,1,1,10/22/2018
JPM^H,buy,1,1,1,10/22/2018
JAX,buy,1,1,1,10/22/2018
JILL,buy,1,1,1,10/22/2018
JCP,buy,1,1,1,10/22/2018
SJM,buy,1,1,1,10/22/2018
JBL,buy,1,1,1,10/22/2018
JEC,buy,1,1,1,10/22/2018
JAG,buy,1,1,1,10/22/2018
JHX,buy,1,1,1,10/22/2018
JHG,buy,1,1,1,10/22/2018
JOF,buy,1,1,1,10/22/2018
JBGS,buy,1,1,1,10/22/2018
JEF,buy,1,1,1,10/22/2018
JELD,buy,1,1,1,10/22/2018
JCAP,buy,1,1,1,10/22/2018
JCAP^B,buy,1,1,1,10/22/2018
JT,buy,1,1,1,10/22/2018
JKS,buy,1,1,1,10/22/2018
JMP,buy,1,1,1,10/22/2018
JMPB,buy,1,1,1,10/22/2018
JMPD,buy,1,1,1,10/22/2018
JBT,buy,1,1,1,10/22/2018
BTO,buy,1,1,1,10/22/2018
HEQ,buy,1,1,1,10/22/2018
JHS,buy,1,1,1,10/22/2018
JHI,buy,1,1,1,10/22/2018
HPF,buy,1,1,1,10/22/2018
HPI,buy,1,1,1,10/22/2018
HPS,buy,1,1,1,10/22/2018
PDT,buy,1,1,1,10/22/2018
HTD,buy,1,1,1,10/22/2018
HTY,buy,1,1,1,10/22/2018
JW.A,buy,1,1,1,10/22/2018
JW.B,buy,1,1,1,10/22/2018
JNJ,buy,1,1,1,10/22/2018
JCI,buy,1,1,1,10/22/2018
JONE,buy,1,1,1,10/22/2018
JLL,buy,1,1,1,10/22/2018
JMEI,buy,1,1,1,10/22/2018
JNPR,buy,1,1,1,10/22/2018
JP,buy,1,1,1,10/22/2018
JE,buy,1,1,1,10/22/2018
JE^A,buy,1,1,1,10/22/2018
LRN,buy,1,1,1,10/22/2018
KAI,buy,1,1,1,10/22/2018
KDMN,buy,1,1,1,10/22/2018
KAMN,buy,1,1,1,10/22/2018
KSU,buy,1,1,1,10/22/2018
KSU^,buy,1,1,1,10/22/2018
KS,buy,1,1,1,10/22/2018
KAR,buy,1,1,1,10/22/2018
KMF,buy,1,1,1,10/22/2018
KYN,buy,1,1,1,10/22/2018
KYN^F,buy,1,1,1,10/22/2018
KB,buy,1,1,1,10/22/2018
KBH,buy,1,1,1,10/22/2018
KBR,buy,1,1,1,10/22/2018
KAP,buy,1,1,1,10/22/2018
FRAC,buy,1,1,1,10/22/2018
K,buy,1,1,1,10/22/2018
KEM,buy,1,1,1,10/22/2018
KMPA,buy,1,1,1,10/22/2018
KMPR,buy,1,1,1,10/22/2018
KMT,buy,1,1,1,10/22/2018
KW,buy,1,1,1,10/22/2018
KEN,buy,1,1,1,10/22/2018
KDP,buy,1,1,1,10/22/2018
KEG,buy,1,1,1,10/22/2018
KEY,buy,1,1,1,10/22/2018
KEY^I,buy,1,1,1,10/22/2018
KEY^J,buy,1,1,1,10/22/2018
KEYS,buy,1,1,1,10/22/2018
KRC,buy,1,1,1,10/22/2018
KRP,buy,1,1,1,10/22/2018
KMB,buy,1,1,1,10/22/2018
KIM,buy,1,1,1,10/22/2018
KIM^I,buy,1,1,1,10/22/2018
KIM^J,buy,1,1,1,10/22/2018
KIM^K,buy,1,1,1,10/22/2018
KIM^L,buy,1,1,1,10/22/2018
KIM^M,buy,1,1,1,10/22/2018
KMI,buy,1,1,1,10/22/2018
KMI^A,buy,1,1,1,10/22/2018
KFS,buy,1,1,1,10/22/2018
KGC,buy,1,1,1,10/22/2018
KEX,buy,1,1,1,10/22/2018
KL,buy,1,1,1,10/22/2018
KRG,buy,1,1,1,10/22/2018
KKR,buy,1,1,1,10/22/2018
KKR^A,buy,1,1,1,10/22/2018
KKR^B,buy,1,1,1,10/22/2018
KIO,buy,1,1,1,10/22/2018
KREF,buy,1,1,1,10/22/2018
KMG,buy,1,1,1,10/22/2018
KNX,buy,1,1,1,10/22/2018
KNL,buy,1,1,1,10/22/2018
KNOP,buy,1,1,1,10/22/2018
KN,buy,1,1,1,10/22/2018
KSS,buy,1,1,1,10/22/2018
PHG,buy,1,1,1,10/22/2018
KOP,buy,1,1,1,10/22/2018
KEP,buy,1,1,1,10/22/2018
KF,buy,1,1,1,10/22/2018
KFY,buy,1,1,1,10/22/2018
KOS,buy,1,1,1,10/22/2018
KRA,buy,1,1,1,10/22/2018
KR,buy,1,1,1,10/22/2018
KRO,buy,1,1,1,10/22/2018
KT,buy,1,1,1,10/22/2018
LB,buy,1,1,1,10/22/2018
SCX,buy,1,1,1,10/22/2018
LLL,buy,1,1,1,10/22/2018
LH,buy,1,1,1,10/22/2018
LADR,buy,1,1,1,10/22/2018
LAIX,buy,1,1,1,10/22/2018
LW,buy,1,1,1,10/22/2018
LCI,buy,1,1,1,10/22/2018
LPI,buy,1,1,1,10/22/2018
LVS,buy,1,1,1,10/22/2018
LHO,buy,1,1,1,10/22/2018
LHO^I,buy,1,1,1,10/22/2018
LHO^J,buy,1,1,1,10/22/2018
LTM,buy,1,1,1,10/22/2018
LDF,buy,1,1,1,10/22/2018
LGI,buy,1,1,1,10/22/2018
LAZ,buy,1,1,1,10/22/2018
LOR,buy,1,1,1,10/22/2018
LZB,buy,1,1,1,10/22/2018
LCII,buy,1,1,1,10/22/2018
LEAF,buy,1,1,1,10/22/2018
LEA,buy,1,1,1,10/22/2018
LEE,buy,1,1,1,10/22/2018
LGC,buy,1,1,1,10/22/2018
LGC.U,buy,1,1,1,10/22/2018
LGC.WS,buy,1,1,1,10/22/2018
LM,buy,1,1,1,10/22/2018
LMHA,buy,1,1,1,10/22/2018
LMHB,buy,1,1,1,10/22/2018
LEG,buy,1,1,1,10/22/2018
JBK,buy,1,1,1,10/22/2018
KTH,buy,1,1,1,10/22/2018
KTN,buy,1,1,1,10/22/2018
KTP,buy,1,1,1,10/22/2018
LDOS,buy,1,1,1,10/22/2018
LEJU,buy,1,1,1,10/22/2018
LC,buy,1,1,1,10/22/2018
LEN,buy,1,1,1,10/22/2018
LEN.B,buy,1,1,1,10/22/2018
LII,buy,1,1,1,10/22/2018
LHC,buy,1,1,1,10/22/2018
LHC.U,buy,1,1,1,10/22/2018
LHC.WS,buy,1,1,1,10/22/2018
LXP,buy,1,1,1,10/22/2018
LXP^C,buy,1,1,1,10/22/2018
LPL,buy,1,1,1,10/22/2018
USA,buy,1,1,1,10/22/2018
ASG,buy,1,1,1,10/22/2018
LBRT,buy,1,1,1,10/22/2018
LPT,buy,1,1,1,10/22/2018
LSI,buy,1,1,1,10/22/2018
LITB,buy,1,1,1,10/22/2018
LNC,buy,1,1,1,10/22/2018
LNC.WS,buy,1,1,1,10/22/2018
LNN,buy,1,1,1,10/22/2018
LN,buy,1,1,1,10/22/2018
LKM,buy,1,1,1,10/22/2018
LGF.A,buy,1,1,1,10/22/2018
LGF.B,buy,1,1,1,10/22/2018
LAD,buy,1,1,1,10/22/2018
LAC,buy,1,1,1,10/22/2018
LYV,buy,1,1,1,10/22/2018
LTHM,buy,1,1,1,10/22/2018
RAMP,buy,1,1,1,10/22/2018
LYG,buy,1,1,1,10/22/2018
SCD,buy,1,1,1,10/22/2018
LMT,buy,1,1,1,10/22/2018
L,buy,1,1,1,10/22/2018
LOMA,buy,1,1,1,10/22/2018
LPX,buy,1,1,1,10/22/2018
LOW,buy,1,1,1,10/22/2018
LXU,buy,1,1,1,10/22/2018
LKSD,buy,1,1,1,10/22/2018
LTC,buy,1,1,1,10/22/2018
LUB,buy,1,1,1,10/22/2018
LL,buy,1,1,1,10/22/2018
LXFR,buy,1,1,1,10/22/2018
LXFT,buy,1,1,1,10/22/2018
LDL,buy,1,1,1,10/22/2018
WLH,buy,1,1,1,10/22/2018
LYB,buy,1,1,1,10/22/2018
MTB,buy,1,1,1,10/22/2018
MTB.WS,buy,1,1,1,10/22/2018
MTB^,buy,1,1,1,10/22/2018
MTB^C,buy,1,1,1,10/22/2018
MDC,buy,1,1,1,10/22/2018
MHO,buy,1,1,1,10/22/2018
MAC,buy,1,1,1,10/22/2018
CLI,buy,1,1,1,10/22/2018
MFD,buy,1,1,1,10/22/2018
MGU,buy,1,1,1,10/22/2018
MIC,buy,1,1,1,10/22/2018
BMA,buy,1,1,1,10/22/2018
M,buy,1,1,1,10/22/2018
MCN,buy,1,1,1,10/22/2018
MMP,buy,1,1,1,10/22/2018
MGA,buy,1,1,1,10/22/2018
MX,buy,1,1,1,10/22/2018
MGY,buy,1,1,1,10/22/2018
MGY.WS,buy,1,1,1,10/22/2018
MH^A,buy,1,1,1,10/22/2018
MH^C,buy,1,1,1,10/22/2018
MH^D,buy,1,1,1,10/22/2018
MHLA,buy,1,1,1,10/22/2018
MHNC,buy,1,1,1,10/22/2018
MAIN,buy,1,1,1,10/22/2018
MMD,buy,1,1,1,10/22/2018
MNK,buy,1,1,1,10/22/2018
MANU,buy,1,1,1,10/22/2018
MTW,buy,1,1,1,10/22/2018
MN,buy,1,1,1,10/22/2018
MAN,buy,1,1,1,10/22/2018
MFC,buy,1,1,1,10/22/2018
MRO,buy,1,1,1,10/22/2018
MPC,buy,1,1,1,10/22/2018
MMI,buy,1,1,1,10/22/2018
MCS,buy,1,1,1,10/22/2018
MPX,buy,1,1,1,10/22/2018
HZO,buy,1,1,1,10/22/2018
MKL,buy,1,1,1,10/22/2018
VAC,buy,1,1,1,10/22/2018
MMC,buy,1,1,1,10/22/2018
MLM,buy,1,1,1,10/22/2018
MAS,buy,1,1,1,10/22/2018
DOOR,buy,1,1,1,10/22/2018
MTZ,buy,1,1,1,10/22/2018
MA,buy,1,1,1,10/22/2018
MTDR,buy,1,1,1,10/22/2018
MTRN,buy,1,1,1,10/22/2018
MATX,buy,1,1,1,10/22/2018
MLP,buy,1,1,1,10/22/2018
MAXR,buy,1,1,1,10/22/2018
MMS,buy,1,1,1,10/22/2018
MXL,buy,1,1,1,10/22/2018
MBI,buy,1,1,1,10/22/2018
MKC,buy,1,1,1,10/22/2018
MKC.V,buy,1,1,1,10/22/2018
MDR,buy,1,1,1,10/22/2018
MCD,buy,1,1,1,10/22/2018
MUX,buy,1,1,1,10/22/2018
MCK,buy,1,1,1,10/22/2018
MDU,buy,1,1,1,10/22/2018
MTL,buy,1,1,1,10/22/2018
MTL^,buy,1,1,1,10/22/2018
MRT,buy,1,1,1,10/22/2018
MPW,buy,1,1,1,10/22/2018
MED,buy,1,1,1,10/22/2018
MCC,buy,1,1,1,10/22/2018
MCV,buy,1,1,1,10/22/2018
MCX,buy,1,1,1,10/22/2018
MDLQ,buy,1,1,1,10/22/2018
MDLX,buy,1,1,1,10/22/2018
MDLY,buy,1,1,1,10/22/2018
MD,buy,1,1,1,10/22/2018
MDT,buy,1,1,1,10/22/2018
MFAC,buy,1,1,1,10/22/2018
MFAC.U,buy,1,1,1,10/22/2018
MFAC.WS,buy,1,1,1,10/22/2018
MRK,buy,1,1,1,10/22/2018
MCY,buy,1,1,1,10/22/2018
MDP,buy,1,1,1,10/22/2018
MTH,buy,1,1,1,10/22/2018
MTOR,buy,1,1,1,10/22/2018
MER^K,buy,1,1,1,10/22/2018
PIY,buy,1,1,1,10/22/2018
MTR,buy,1,1,1,10/22/2018
MSB,buy,1,1,1,10/22/2018
MEI,buy,1,1,1,10/22/2018
MET,buy,1,1,1,10/22/2018
MET^A,buy,1,1,1,10/22/2018
MET^E,buy,1,1,1,10/22/2018
MCB,buy,1,1,1,10/22/2018
MTD,buy,1,1,1,10/22/2018
MXE,buy,1,1,1,10/22/2018
MXF,buy,1,1,1,10/22/2018
MFA,buy,1,1,1,10/22/2018
MFA^B,buy,1,1,1,10/22/2018
MFO,buy,1,1,1,10/22/2018
MFCB,buy,1,1,1,10/22/2018
MCR,buy,1,1,1,10/22/2018
MGF,buy,1,1,1,10/22/2018
MIN,buy,1,1,1,10/22/2018
MMT,buy,1,1,1,10/22/2018
MFM,buy,1,1,1,10/22/2018
MFV,buy,1,1,1,10/22/2018
MTG,buy,1,1,1,10/22/2018
MGP,buy,1,1,1,10/22/2018
MGM,buy,1,1,1,10/22/2018
KORS,buy,1,1,1,10/22/2018
MFGP,buy,1,1,1,10/22/2018
MAA,buy,1,1,1,10/22/2018
MAA^I,buy,1,1,1,10/22/2018
MSL,buy,1,1,1,10/22/2018
MPO,buy,1,1,1,10/22/2018
MCRN,buy,1,1,1,10/22/2018
MLR,buy,1,1,1,10/22/2018
HIE,buy,1,1,1,10/22/2018
MTX,buy,1,1,1,10/22/2018
MG,buy,1,1,1,10/22/2018
MUFG,buy,1,1,1,10/22/2018
MIXT,buy,1,1,1,10/22/2018
MFG,buy,1,1,1,10/22/2018
MBT,buy,1,1,1,10/22/2018
MODN,buy,1,1,1,10/22/2018
MOD,buy,1,1,1,10/22/2018
MC,buy,1,1,1,10/22/2018
MHK,buy,1,1,1,10/22/2018
MOH,buy,1,1,1,10/22/2018
TAP,buy,1,1,1,10/22/2018
TAP.A,buy,1,1,1,10/22/2018
MNR,buy,1,1,1,10/22/2018
MNR^C,buy,1,1,1,10/22/2018
MCO,buy,1,1,1,10/22/2018
MOG.A,buy,1,1,1,10/22/2018
MOG.B,buy,1,1,1,10/22/2018
MS,buy,1,1,1,10/22/2018
MS^A,buy,1,1,1,10/22/2018
MS^E,buy,1,1,1,10/22/2018
MS^F,buy,1,1,1,10/22/2018
MS^G,buy,1,1,1,10/22/2018
MS^I,buy,1,1,1,10/22/2018
MS^K,buy,1,1,1,10/22/2018
APF,buy,1,1,1,10/22/2018
CAF,buy,1,1,1,10/22/2018
MSD,buy,1,1,1,10/22/2018
EDD,buy,1,1,1,10/22/2018
MSF,buy,1,1,1,10/22/2018
IIF,buy,1,1,1,10/22/2018
MOSC,buy,1,1,1,10/22/2018
MOSC.U,buy,1,1,1,10/22/2018
MOSC.WS,buy,1,1,1,10/22/2018
MOS,buy,1,1,1,10/22/2018
MSI,buy,1,1,1,10/22/2018
MOV,buy,1,1,1,10/22/2018
MPLX,buy,1,1,1,10/22/2018
MRC,buy,1,1,1,10/22/2018
HJV,buy,1,1,1,10/22/2018
MSA,buy,1,1,1,10/22/2018
MSM,buy,1,1,1,10/22/2018
MSCI,buy,1,1,1,10/22/2018
MSGN,buy,1,1,1,10/22/2018
MLI,buy,1,1,1,10/22/2018
MWA,buy,1,1,1,10/22/2018
MVF,buy,1,1,1,10/22/2018
MZA,buy,1,1,1,10/22/2018
MUR,buy,1,1,1,10/22/2018
MUSA,buy,1,1,1,10/22/2018
MVO,buy,1,1,1,10/22/2018
MVC,buy,1,1,1,10/22/2018
MVCD,buy,1,1,1,10/22/2018
MYE,buy,1,1,1,10/22/2018
MYOV,buy,1,1,1,10/22/2018
NBR,buy,1,1,1,10/22/2018
NBR^A,buy,1,1,1,10/22/2018
NC,buy,1,1,1,10/22/2018
NTP,buy,1,1,1,10/22/2018
NTEST,buy,1,1,1,10/22/2018
NTEST.A,buy,1,1,1,10/22/2018
NTEST.B,buy,1,1,1,10/22/2018
NTEST.C,buy,1,1,1,10/22/2018
NBHC,buy,1,1,1,10/22/2018
NFG,buy,1,1,1,10/22/2018
NGG,buy,1,1,1,10/22/2018
NHI,buy,1,1,1,10/22/2018
NOV,buy,1,1,1,10/22/2018
NPK,buy,1,1,1,10/22/2018
NNN,buy,1,1,1,10/22/2018
NNN^E,buy,1,1,1,10/22/2018
NNN^F,buy,1,1,1,10/22/2018
SID,buy,1,1,1,10/22/2018
NSA,buy,1,1,1,10/22/2018
NSA^A,buy,1,1,1,10/22/2018
NGS,buy,1,1,1,10/22/2018
NGVC,buy,1,1,1,10/22/2018
NRP,buy,1,1,1,10/22/2018
NTZ,buy,1,1,1,10/22/2018
NLS,buy,1,1,1,10/22/2018
NCI,buy,1,1,1,10/22/2018
NVGS,buy,1,1,1,10/22/2018
NNA,buy,1,1,1,10/22/2018
NM,buy,1,1,1,10/22/2018
NM^G,buy,1,1,1,10/22/2018
NM^H,buy,1,1,1,10/22/2018
NAP,buy,1,1,1,10/22/2018
NMM,buy,1,1,1,10/22/2018
NAV,buy,1,1,1,10/22/2018
NAV^D,buy,1,1,1,10/22/2018
NCS,buy,1,1,1,10/22/2018
NCR,buy,1,1,1,10/22/2018
NP,buy,1,1,1,10/22/2018
NNI,buy,1,1,1,10/22/2018
NPTN,buy,1,1,1,10/22/2018
NETS,buy,1,1,1,10/22/2018
NVRO,buy,1,1,1,10/22/2018
HYB,buy,1,1,1,10/22/2018
NFC,buy,1,1,1,10/22/2018
NFC.U,buy,1,1,1,10/22/2018
NFC.WS,buy,1,1,1,10/22/2018
GF,buy,1,1,1,10/22/2018
NWHM,buy,1,1,1,10/22/2018
IRL,buy,1,1,1,10/22/2018
NEWM,buy,1,1,1,10/22/2018
NMFC,buy,1,1,1,10/22/2018
NMFX,buy,1,1,1,10/22/2018
EDU,buy,1,1,1,10/22/2018
NEWR,buy,1,1,1,10/22/2018
NRZ,buy,1,1,1,10/22/2018
SNR,buy,1,1,1,10/22/2018
NWY,buy,1,1,1,10/22/2018
NYCB,buy,1,1,1,10/22/2018
NYCB^A,buy,1,1,1,10/22/2018
NYCB^U,buy,1,1,1,10/22/2018
NYRT,buy,1,1,1,10/22/2018
NYT,buy,1,1,1,10/22/2018
NWL,buy,1,1,1,10/22/2018
NFX,buy,1,1,1,10/22/2018
NJR,buy,1,1,1,10/22/2018
NEU,buy,1,1,1,10/22/2018
NEM,buy,1,1,1,10/22/2018
NR,buy,1,1,1,10/22/2018
NEXA,buy,1,1,1,10/22/2018
NXRT,buy,1,1,1,10/22/2018
NHF,buy,1,1,1,10/22/2018
NEP,buy,1,1,1,10/22/2018
NEE,buy,1,1,1,10/22/2018
NEE^I,buy,1,1,1,10/22/2018
NEE^J,buy,1,1,1,10/22/2018
NEE^K,buy,1,1,1,10/22/2018
NEE^R,buy,1,1,1,10/22/2018
NGL,buy,1,1,1,10/22/2018
NGL^B,buy,1,1,1,10/22/2018
NMK^B,buy,1,1,1,10/22/2018
NMK^C,buy,1,1,1,10/22/2018
NLSN,buy,1,1,1,10/22/2018
NKE,buy,1,1,1,10/22/2018
NINE,buy,1,1,1,10/22/2018
NIO,buy,1,1,1,10/22/2018
NI,buy,1,1,1,10/22/2018
NL,buy,1,1,1,10/22/2018
NOAH,buy,1,1,1,10/22/2018
NE,buy,1,1,1,10/22/2018
NBL,buy,1,1,1,10/22/2018
NBLX,buy,1,1,1,10/22/2018
NOK,buy,1,1,1,10/22/2018
NOMD,buy,1,1,1,10/22/2018
NMR,buy,1,1,1,10/22/2018
OSB,buy,1,1,1,10/22/2018
NAO,buy,1,1,1,10/22/2018
NAT,buy,1,1,1,10/22/2018
JWN,buy,1,1,1,10/22/2018
NSC,buy,1,1,1,10/22/2018
NOA,buy,1,1,1,10/22/2018
NRT,buy,1,1,1,10/22/2018
NOC,buy,1,1,1,10/22/2018
NRE,buy,1,1,1,10/22/2018
NWN,buy,1,1,1,10/22/2018
NWE,buy,1,1,1,10/22/2018
NCLH,buy,1,1,1,10/22/2018
NVS,buy,1,1,1,10/22/2018
NVO,buy,1,1,1,10/22/2018
DNOW,buy,1,1,1,10/22/2018
NRG,buy,1,1,1,10/22/2018
NUS,buy,1,1,1,10/22/2018
NUE,buy,1,1,1,10/22/2018
NS,buy,1,1,1,10/22/2018
NS^A,buy,1,1,1,10/22/2018
NS^B,buy,1,1,1,10/22/2018
NS^C,buy,1,1,1,10/22/2018
NSS,buy,1,1,1,10/22/2018
NTR,buy,1,1,1,10/22/2018
JMLP,buy,1,1,1,10/22/2018
NVG,buy,1,1,1,10/22/2018
NUV,buy,1,1,1,10/22/2018
NUW,buy,1,1,1,10/22/2018
NEA,buy,1,1,1,10/22/2018
NAZ,buy,1,1,1,10/22/2018
NBB,buy,1,1,1,10/22/2018
NBD,buy,1,1,1,10/22/2018
NKX,buy,1,1,1,10/22/2018
