Ticker,Company Name,3/31/1979,6/30/1979,9/30/1979,12/31/1979,3/31/1980,6/30/1980,9/30/1980,12/31/1980,3/31/1981,6/30/1981,9/30/1981,12/31/1981,3/31/1982,6/30/1982,9/30/1982,12/31/1982,3/31/1983,6/30/1983,9/30/1983,12/31/1983,3/31/1984,6/30/1984,9/30/1984,12/31/1984,3/31/1985,6/30/1985,9/30/1985,12/31/1985,3/31/1986,6/30/1986,9/30/1986,12/31/1986,3/31/1987,6/30/1987,9/30/1987,12/31/1987,3/31/1988,6/30/1988,9/30/1988,12/31/1988,3/31/1989,6/30/1989,9/30/1989,12/31/1989,3/31/1990,6/30/1990,9/30/1990,12/31/1990,3/31/1991,6/30/1991,9/30/1991,12/31/1991,3/31/1992,6/30/1992,9/30/1992,12/31/1992,3/31/1993,6/30/1993,9/30/1993,12/31/1993,3/31/1994,6/30/1994,9/30/1994,12/31/1994,3/31/1995,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/30/2000,12/31/2000,3/31/2001,6/30/2001,9/30/2001,12/31/2001,3/31/2002,6/30/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018
ABK,Ambac Financial Group Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,154.68","6,710.01","6,161.40","5,773.71","6,109.09","6,260.42","7,115.40","5,711.15","5,960.93","5,359.57","7,067.02","6,835.58","7,434.72","7,997.90","7,963.25","8,686.41","8,945.27","8,373.46","8,471.49","8,144.83","7,284.04","7,861.54","7,488.53","7,711.81","7,361.86","7,577.11","7,454.08","8,063.95","8,140.54","8,114.13","7,938.77","8,414.20","8,705.95","8,472.34","8,579.97","8,792.62","9,160.79","8,787.47","8,866.05","9,094.37","9,417.37","9,314.81","9,255.60","8,792.34","9,342.95","9,120.06","8,870.10","6,831.37","6,390.87","6,388.45","3,740.05","2,765.18","2,616.94","1,182.04","1,131.27",583.91,470.18,317.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS,Albertson's Inc.,,,,,,,,,,,,,,,,,,,,,,,,958.65,"1,015.05","1,061.02",917.87,"1,080.59","1,248.71","1,558.27","1,418.23","1,436.54","1,756.86","1,872.03","4,308.21","1,684.24","1,920.78","2,228.79","2,528.83","2,535.27","2,785.96","3,198.72","3,767.01","3,716.28","3,778.78","4,816.33","4,128.90","4,884.43","6,293.49","5,450.50","5,035.88","5,186.14","5,748.70","5,517.81","5,852.99","6,682.61","7,150.70","6,834.56","12,761.35","6,778.64","7,259.74","6,973.23","7,390.63","7,365.54","8,192.50","7,485.63","8,629.05","8,283.10","9,355.13","10,426.93","10,596.66","8,932.08","8,504.52","8,977.58","8,565.62","11,611.03","12,965.79","12,736.04","13,289.94","15,641.82","13,370.08","21,674.59","16,755.64","13,662.00","13,081.63","14,071.07","8,841.80","10,846.32","13,023.77","12,156.30","12,945.67","12,794.64","13,465.05","12,398.47","9,636.84","8,439.90","7,012.20","7,042.56","7,547.46","8,310.74","8,146.77","9,761.41","8,806.79","8,789.20","8,421.14","8,240.80","7,600.38","7,288.52","7,730.76","7,617.13","7,849.18","7,414.54","9,449.54","9,250.60","8,671.50","7,873.43","9,279.62","9,386.62","9,523.36","9,397.23","9,501.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,Abbott Laboratories,"1,977.50","2,056.84","2,315.00","2,479.93","2,208.20","2,538.84","3,107.51","3,489.61","3,701.10","3,878.60","3,193.89","3,307.50","3,545.22","3,492.12","4,245.87","4,731.53","5,235.08","5,847.80","5,873.91","5,479.68","4,968.30","5,262.91","5,013.83","5,019.77","6,367.58","6,888.87","6,809.09","8,177.91","10,168.79","12,513.75","9,640.73","10,441.92","13,745.74","14,202.74","13,405.04","10,939.77","10,602.80","10,158.35","10,870.34","10,821.84","12,272.05","12,972.11","14,181.70","15,044.32","14,428.77","17,843.12","16,845.31","19,311.35","20,558.02","22,098.75","22,936.34","29,292.25","25,886.88","25,162.31","23,707.12","25,399.26","21,448.28","21,246.27","22,600.25","24,330.08","21,747.20","23,552.90","25,351.84","26,211.03","28,572.97","32,199.69","33,769.44","32,775.59","31,994.17","33,988.29","38,302.02","39,303.29","43,395.00","51,424.53","48,972.92","50,048.16","57,488.27","63,286.70","66,891.30","74,363.43","71,013.95","68,995.84","55,817.60","55,819.76","54,463.35","69,042.29","73,690.56","74,869.83","72,983.39","74,345.14","80,441.49","86,616.32","81,876.84","58,757.12","63,115.55","62,501.64","58,800.15","68,307.92","66,486.89","72,852.25","64,263.26","63,572.39","66,130.61","72,652.34","70,113.79","71,624.46","72,677.78","76,637.49","74,804.66","75,998.68","72,308.07","70,150.79","65,907.24","66,917.61","58,496.81","61,164.92","66,935.49","67,976.50","65,345.45","65,760.88","65,169.47","66,558.32","72,907.39","74,404.20","74,190.31","72,586.11","71,616.75","74,763.23","81,347.79","84,282.70","86,103.53","87,368.85","86,799.29","82,486.28","78,080.85","80,224.47","82,867.19","84,412.64","88,868.65","86,767.08","86,813.44","82,774.27","85,247.45","81,537.68","86,964.73","81,748.39","86,850.76","88,531.04","88,762.28","85,016.32","81,287.38","82,807.93","86,019.71","73,158.43","73,714.77","64,674.28","69,638.38","72,698.39","69,530.20","69,921.60","76,476.27","78,176.77","84,281.75","83,508.38","81,884.31","84,277.46","81,793.23","79,433.22","73,411.95","72,207.97","75,758.17","76,159.50","80,635.84","79,215.76","71,895.90","74,060.04","69,809.05","74,438.69","75,908.90","80,536.17","81,211.29","81,786.37","79,765.80","81,735.86","79,603.35","83,852.80","84,977.77","87,594.87","84,354.65","89,011.13","96,369.76","97,580.48","97,219.83","101,436.52","104,331.56","102,854.15","107,593.54","102,791.38","102,743.42","103,533.75","53,553.03","53,073.18","55,476.31","57,989.39","57,163.58","54,373.21","57,101.22","51,798.99","51,581.41","56,803.27","59,048.84","59,265.31","56,683.18","61,383.32","59,423.63","59,778.53","60,092.58","61,429.31","63,261.67","63,516.25","62,538.84","65,546.24","67,022.76","67,790.71","67,399.21","71,329.32","69,910.95","70,046.76","72,353.59","73,068.19","75,465.09","67,502.07","59,945.54","66,771.76","67,008.06","66,993.15","56,461.60","57,789.23","61,625.71","57,164.29","58,222.49","57,752.37","65,744.55","61,769.19","62,166.09","57,682.60","56,050.84","56,551.43","71,890.81","77,587.68","77,063.43","75,727.27","79,232.52","84,457.12","85,447.46","88,505.36","92,878.47","94,392.79","98,117.68","99,507.42","108,382.36","105,191.57","105,051.02","101,912.82","107,873.66","106,995.92","114,978.07","117,258.68","128,696.84"
ABX,Barrick Gold Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,131.27","7,278.98","6,851.17","9,403.05","7,860.93","8,792.59","8,933.45","9,158.93","9,422.94","10,885.15","9,726.11","9,358.41","10,723.75","8,858.75","8,161.24","9,209.37","6,948.99","8,132.88","7,234.38","7,518.54","7,341.26","6,854.95","7,624.89","8,579.05","6,997.49","6,206.56","7,195.49","6,035.20","6,482.40","5,657.14","5,999.43","6,870.63","8,549.95","9,949.03","10,179.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAS,American Capital Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,134.17","7,759.75","8,030.38","8,158.17","7,060.45","6,187.51","6,602.39","6,812.65","6,664.31","6,667.56","6,492.70","4,822.86","4,122.87","4,500.29","5,280.70","2,908.42",876.64,669.88,612.22,288.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACF,ACF Industries Inc,280.32,308.90,326.04,303.42,283.38,292.20,381.84,414.41,443.25,404.19,327.19,374.30,313.07,285.55,253.47,269.11,263.81,287.01,418.10,419.25,428.66,452.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACK,Armstrong Holdings Inc.,453.92,452.13,448.63,408.33,331.11,395.95,395.95,352.64,423.85,434.42,349.70,409.34,357.53,395.81,439.10,612.54,696.30,724.17,653.14,684.26,622.80,615.48,662.34,803.05,798.55,933.70,814.50,"1,070.50","1,484.54","1,548.16","1,244.09","1,419.87","1,966.77","1,814.20","1,977.41","1,491.47","1,582.66","1,716.63","1,636.01","1,619.00","1,608.75","2,054.26","1,931.20","1,574.07","1,357.63","1,329.90",950.62,927.30,"1,140.67","1,075.81","1,233.58","1,085.26","1,178.24","1,109.32","1,100.07","1,183.64","1,271.94","1,197.80","1,547.68","1,982.07","2,023.97","1,749.84","1,628.57","1,435.16","1,696.25","1,862.68","2,045.18","2,285.63","2,291.85","2,101.13","2,575.55","2,860.90","2,643.61","2,990.09","2,720.36","2,998.90","3,465.17","2,697.36","2,140.80","2,414.03","1,808.68","2,314.60","1,800.43","1,337.27",719.08,615.72,483.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,Accenture plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,233.41","37,019.92","36,391.29","41,627.55","40,119.77","36,864.76","39,711.16","41,155.66","44,584.14","44,895.19","39,078.44","41,124.75","41,268.48","41,687.86","47,392.87","45,619.78","46,278.17","45,310.64","48,983.19","50,689.58","51,787.08","55,515.86","55,577.71","48,707.49","49,959.70","48,144.15","49,070.38","48,977.09","51,395.92","54,547.21","52,994.79","55,203.79","52,799.59","53,130.75","53,762.46","53,359.82","52,330.11","53,220.43","53,391.13","53,259.82","56,456.19","58,404.99","54,952.09","58,816.33","61,207.40","60,527.97","62,483.91","62,965.36","67,083.68","61,278.99","63,872.64","69,683.97","69,537.64","67,773.58","68,448.07","64,835.94","74,626.64","73,022.88","76,703.89","73,041.80","72,732.33","73,897.85","78,505.22","74,694.66","76,693.77","75,216.79","73,123.33","78,532.30","76,852.67","77,763.00","79,499.36","78,994.79","82,277.72","83,174.87","85,916.41","90,553.49","94,027.64","97,454.49","102,298.89","102,640.65","103,308.26","101,760.32","99,915.46","104,951.66","102,218.64","108,187.89","108,910.98"
ACS,ACS Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,500.66","6,783.28","7,339.75","6,608.09","6,207.62","6,392.53","5,723.74","6,200.31","6,124.79","5,989.35","6,226.68","6,498.00","6,441.74","6,564.47","6,964.60","7,367.08","7,443.56","7,057.90","6,596.52","5,589.69","5,778.93","5,702.78","5,748.69","5,806.92","5,988.32","5,660.24","4,507.93","4,522.46","4,797.56","5,435.45","5,530.53","5,401.28","5,250.40","4,967.15","4,650.84","4,670.36","4,756.47","3,939.62","4,234.44","4,577.14","4,535.78","4,478.58","4,749.77","4,866.67","4,802.92","4,327.93","4,827.22","4,590.57","3,728.99","3,678.97","4,179.20","4,171.01","4,241.42","4,356.03","4,402.29","4,089.36","4,042.04","4,314.12","4,078.68","4,931.75","4,744.83","5,028.11","5,437.10","5,603.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACV,Alberto-Culver Co.,33.21,30.52,33.97,31.15,31.47,35.52,54.29,56.24,54.57,50.22,42.03,47.96,48.56,49.00,49.51,70.23,61.58,64.49,53.90,64.99,64.52,67.41,73.17,79.51,83.94,99.86,121.59,170.40,252.74,312.08,201.12,270.95,330.36,337.44,335.89,286.72,413.48,459.87,476.25,480.87,448.54,614.13,628.85,596.70,637.60,677.65,591.38,941.01,845.87,635.33,663.62,895.57,722.24,620.85,681.70,732.79,761.90,744.28,641.90,654.65,586.52,598.72,647.16,754.99,821.20,838.77,845.73,955.04,"1,070.15","1,289.41","1,206.61","1,338.14","1,464.38","1,578.51","1,708.96","1,821.55","1,730.76",972.43,774.98,884.69,774.98,877.64,762.30,850.62,784.71,"1,007.17",949.49,"1,410.89","1,307.07","1,385.51","1,281.70","1,455.21","1,745.93","1,545.42","1,585.24","1,629.58","1,593.32","1,652.57","1,902.24","3,782.28","3,951.72","4,536.57","3,943.42","4,424.63","4,942.07","4,765.19","4,363.16","4,056.84","4,073.62","3,981.72","4,146.21","3,949.25","4,114.76","3,991.55","3,997.99","4,212.25","4,081.58","4,207.81","4,075.13","4,143.31","4,314.13","4,525.11","4,526.97","4,573.76","4,700.11","4,737.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACY,American Cyanamid Co,"1,225.47","1,243.14","1,464.73","1,625.74","1,259.19","1,433.19","1,294.43","1,564.64","1,534.59","1,596.80","1,294.70","1,390.67","1,266.41","1,314.79","1,466.14","1,680.86","2,063.93","2,315.08","2,655.48","2,449.75","2,334.73","2,352.74","2,312.62","2,435.00","2,507.93","2,426.45","2,365.87","2,696.75","3,194.77","3,600.81","3,398.57","3,581.62","4,209.79","4,488.30","4,525.71","3,705.45","4,575.11","4,841.12","4,316.25","4,188.01","4,594.46","4,790.59","4,719.23","5,122.84","4,959.78","5,496.60","4,192.78","4,916.33","4,897.95","6,047.88","6,120.33","5,932.72","5,667.54","5,019.61","5,093.81","5,190.96","4,722.90","4,806.92","4,954.37","4,514.16","4,188.21","5,028.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD,Amsted Industries Inc,387.90,404.51,428.78,412.60,361.36,387.50,463.10,465.80,514.40,482.63,381.19,379.90,271.76,267.80,232.63,254.27,301.66,308.85,335.95,344.07,326.52,314.65,368.90,398.74,404.16,439.40,429.70,473.77,513.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,Adobe Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,555.21","3,654.41","2,836.56","3,002.47","2,827.52","2,331.10","3,071.94","3,423.44","5,012.50","7,019.75","8,083.32","13,270.71","15,564.90","18,588.08","13,985.56","8,414.10","11,308.62","5,727.96","7,364.81","9,548.21","6,782.29","4,584.36","5,859.55","7,127.62","7,435.49","9,187.84","9,145.19","9,376.67","11,101.36","11,861.92","14,971.46","13,577.88","15,079.35","16,344.61","14,540.30","16,195.55","13,990.18","14,591.09","13,311.17","14,694.47","15,935.63","16,113.51","22,220.94","23,830.49","23,180.38","21,015.68","23,469.78","17,141.32","18,177.11","16,512.39","18,788.57","21,696.05","22,312.91","23,427.10","23,987.11","22,674.58","23,096.90","24,519.68","24,437.53","25,907.54","23,608.44","23,708.17","25,155.72","25,691.20","27,484.45","24,179.43","24,517.96","19,873.63","18,541.76","19,610.73","19,831.68","23,432.12","20,948.51","21,934.27","22,719.34","20,937.02","14,144.67","12,296.94","11,304.05","10,119.14","8,754.26","11,212.79","14,324.21","14,758.91","14,857.44","17,020.44","16,495.44","17,345.93","17,252.65","18,373.50","19,263.89","16,929.08","18,160.76","18,589.80","17,687.81","16,887.65","13,913.36","15,084.43","14,548.70","13,734.61","14,320.38","14,142.33","15,658.31","16,681.26","17,413.12","16,782.71","16,924.60","17,469.42","15,532.12","13,685.05","12,465.20","11,936.77","14,437.25","13,460.37","13,877.63","15,283.20","16,241.18","17,022.08","16,645.03","15,404.71","15,918.37","15,185.64","15,377.43","16,059.58","16,846.72","17,133.85","18,653.67","18,869.26","19,607.47","21,827.37","22,627.27","21,538.07","22,883.01","23,746.90","22,978.44","26,087.44","27,103.87","28,383.58","29,933.23","29,393.99","34,081.93","32,720.77","30,704.96","32,123.49","35,990.06","34,443.22","35,761.26","34,507.75","34,971.58","36,747.09","36,258.33","34,980.21","39,454.37","36,989.89","38,050.46","39,566.28","40,314.22","40,801.91","39,099.97","41,011.25","44,223.52","45,620.16","46,764.18","44,416.15","42,678.37","46,919.70","47,129.79","49,755.89","47,731.29","48,762.76","50,980.15","53,969.02","53,456.87","51,119.91","50,883.45","56,018.68","58,657.82","64,375.05","66,160.91","70,177.86","69,787.34","72,279.04","76,556.87","73,537.24","86,343.90","89,454.37","86,088.75","98,134.50","103,075.99","106,501.51","109,222.21","122,255.64","119,572.96","119,999.64","128,858.23","132,007.44"
ADCT,ADC Telecomm. Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,702.04","10,850.84","16,473.65","32,265.36","19,098.22","13,995.45","6,643.58","5,209.80","2,754.88","3,631.65","3,232.44","1,823.81",916.04,"1,664.80","1,651.97","1,849.50","1,875.32","2,390.43","2,341.10","2,297.28","1,464.06","2,167.78","2,082.88","1,864.05","1,613.43","1,840.45","2,106.56","2,525.47","3,032.42","2,429.19","2,663.21","2,032.94","2,380.12","2,600.28","2,962.07","2,957.40","2,994.03","2,619.63","2,096.64","1,976.62","1,433.81","1,600.20","1,759.64","1,677.58","1,616.62","1,703.37","1,892.64","1,925.47","1,963.10","2,157.77","1,964.27","2,152.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,Analog Devices Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,224.69","28,482.35","26,998.24","29,523.87","18,322.13","13,040.82","15,596.43","11,829.85","16,058.93","16,438.79","10,861.17","7,204.25","8,729.21","10,016.30","12,720.30","13,965.09","16,972.90","17,944.99","17,695.44","14,673.54","13,876.01","13,423.65","13,678.68","13,462.62","12,706.42","13,719.71","13,804.81","14,504.12","13,574.09","13,831.05","12,952.18","13,910.27","13,158.26","14,588.91","13,964.62","14,019.54","13,884.07","12,181.89","11,607.65","11,676.27","10,811.35","10,370.29","11,227.72","11,121.84","11,241.54","11,200.50","12,117.37","11,510.00","12,888.27","11,844.25","12,312.01","11,595.66","11,476.54","11,252.49","10,412.28","9,578.31","9,616.32","8,441.07","7,912.73","8,676.96","9,467.65","10,186.15","9,217.14","8,851.59","8,120.87","7,653.25","6,203.93","4,979.40","5,538.49","5,818.04","5,428.51","5,611.98","6,197.35","7,109.39","7,220.17","7,974.82","8,236.26","8,040.92","7,472.40","8,752.94","9,217.00","7,868.60","8,704.48","8,579.45","8,909.89","8,692.11","8,301.75","8,853.02","8,310.72","9,354.03","10,036.66","10,620.10","11,250.26","11,596.70","11,948.45","11,798.64","12,077.28","12,335.93","11,727.67","10,307.41","9,887.44","9,357.44","10,950.45","10,386.92","10,661.04","11,659.21","11,677.99","12,032.41","11,609.49","10,850.55","11,238.39","11,659.05","11,878.52","11,711.14","11,693.20","12,236.39","12,676.42","13,152.62","13,836.64","14,225.24","13,460.28","14,154.02","13,885.91","15,217.19","14,378.87","14,618.11","15,317.16","14,998.59","15,841.52","15,125.94","15,882.67","16,607.74","16,029.56","16,454.92","16,985.82","15,591.02","16,062.57","15,550.40","15,591.25","17,168.60","17,278.10","16,243.21","18,242.64","19,632.50","19,271.01","21,308.31","20,126.26","18,288.90","17,521.89","17,694.41","18,858.14","19,232.32","17,263.21","16,740.33","16,427.91","18,350.02","17,460.27","17,979.98","17,408.30","19,618.15","19,235.57","19,838.55","19,730.81","22,878.62","22,379.38","23,094.33","25,248.45","29,919.21","27,819.93","31,310.20","28,404.08","29,049.42","30,762.76","31,681.93","33,656.47","31,743.25","32,819.66","33,977.59","33,337.83","33,700.24","32,397.85","36,043.77","35,576.44","35,732.35","36,739.58","34,364.61"
